"Dividendos de acciones o participaciones consideradas como pasivos financieros","Despeses per dividends d'accions o participacions considerades com a passius financers","664"
"Dividendos de pasivos, empresas del grupo","Dividends de passius, empreses del grup","6640"
"Dividendos de pasivos, empresas asociadas","Dividends de passius, empreses associades","6641"
"Dividendos de pasivos, otras partes vinculadas","Dividends de passius, altres parts vinculades","6642"
"Dividendos de pasivos, otras empresas","Dividends de passius, altres empreses","6643"
"Intereses por descuento de efectos y operaciones de “factoring”","Interessos per descompte d'efectes i operacions de ""factoring""","665"
"Intereses por descuento de efectos en entidades de crédito del grupo","Interessos per descompte d'efectes en entitats de crèdit del grup","6650"
"Intereses por descuento de efectos en entidades de crédito asociadas","Interessos per descompte d'efectes en entitats de crèdit associades","6651"
"Intereses por descuento de efectos en entidades de crédito vinculadas","Interessos per descompte d'efectes en altres entitats de crèdit vinculades","6652"
"Intereses por descuento de efectos en otras entidades de crédito","Interessos per descompte d'efectes en altres entitats de crèdit","6653"
"Intereses por operaciones de factoring"" con entidades de crédito del grupo""","Interessos per operacions de ""factoring"" amb entitats de crèdit del grup","6654"
"Intereses por operaciones de factoring"" con entidades de crédito asociadas""","Interessos per operacions de ""factoring"" amb entitats de crèdit associades","6655"
"Intereses por operaciones de factoring"" con entidades de crédito vinculadas""","Interessos per operacions de ""factoring"" amb altres entitats de crèdit vinculades","6656"
"Intereses por operaciones de factoring"" con otras entidades de crédito""","Interessos per operacions de ""factoring"" amb altres entitats de crèdit","6657"
"Pérdidas en participaciones y valores representativos de deuda","Pèrdues en participacions i valors representatius de deute","666"
"Pérdidas en valores representativos de deuda, empresas del grupo","Pèrdues en valors representatius de deute a llarg termini, empreses del grup","6660"
"Pérdidas en valores representativos de deuda, empresas asociadas","Pèrdues en valors representatius de deute a llarg termini, empreses associades","6661"
"Pérdidas en valores representativos de deuda, otras partes vinculadas","Pèrdues en valors representatius de deute a llarg termini, altres parts vinculades","6662"
"Pérdidas en valores representativos de deuda, otras empresas","Pèrdues en participacions i valors representatius de deute a llarg termini, altres empreses","6663"
"Pérdidas en valores representativos de deuda a corto plazo, empresas del grupo","Pèrdues en participacions i  valors representatius de deute a curt termini, empreses del grup","6665"
"Pérdidas en valores representativos de deuda a corto plazo, empresas asociadas","Pèrdues en participacions i  valors representatius de deute a curt termini, empreses associades","6666"
"Pérdidas en valores representativos de deuda a corto plazo, otras partes vinculadas","Pèrdues en valors representatius de deute a curt termini, altres parts vinculades","6667"
"Pérdidas en valores representativos de deuda a corto plazo, otras empresas","Pèrdues en valors representatius de deute a curt termini, altres empreses","6668"
"Pérdidas de créditos no comerciales","Pèrdues de crèdits no comercials","667"
"Pérdidas de créditos, empresas del grupo","Pèrdues de crèdits  a llarg termini, empreses del grup","6670"
"Pérdidas de créditos, empresas asociadas","Pèrdues de crèdits a llarg termini, empreses associades","6671"
"Pérdidas de créditos, otras partes vinculadas","Pèrdues de crèdits a llarg termini, altres parts vinculades","6672"
"Pérdidas de créditos, otras empresas","Pèrdues de crèdits a llarg termini, altres empreses","6673"
"Pérdidas de créditos a corto plazo, empresas del grupo","Pèrdues de crèdits a curt termini, empreses del grup","6675"
"Pérdidas de créditos a corto plazo, empresas asociadas","Pèrdues de crèdits a curt termini, empreses associades","6676"
"Pérdidas de créditos a corto plazo, otras partes vinculadas","Pèrdues de crèdits a curt termini, altres parts vinculades","6677"
"Pérdidas de créditos a corto plazo, otras empresas","Pèrdues de crèdits a curt termini, altres empreses","6678"
"Diferencias negativas de cambio","Diferències negatives de canvi","668"
"Otros gastos financieros","Altres despeses financeres","669"
"Pérdidas procedentes de activos no corrientes y gastos excepcionales","Pèrdues procedents d'actius no corrents i despeses excepcionals","67"
"Pérdidas procedentes del inmovilizado intangible","Pèrdues procedents de l'immobilitzat intangible","670"
"Pérdidas procedentes del inmovilizado material","Pèrdues procedents de l'immobilitzat material","671"
"Pérdidas procedentes de las inversiones inmobiliarias","Pèrdues procedents de les inversions immobiliàries","672"
"Pérdidas procedentes de participaciones en partes vinculadas","Pèrdues procedents de participacions a llarg termini en parts vinculades","673"
"Pérdidas procedentes de participaciones en, empresas del grupo","Pèrdues procedents de participacions a llarg termini, empreses del grup","6733"
"Pérdidas procedentes de participaciones, empresas asociadas","Pèrdues procedents de participacions a llarg termini, empreses associades","6734"
"Pérdidas procedentes de participaciones, otras partes vinculadas","Pèrdues procedents de participacions a llarg termini, altres parts vinculades","6735"
"Pérdidas por operaciones con obligaciones propias","Pèrdues per operacions amb obligacions pròpies","675"
"Gastos excepcionales","Despeses excepcionals","678"
"Dotaciones para amortizaciones","Dotacions per a amortitzacions","68"
"Amortización del inmovilizado intangible","Amortització de l'immobilitzat intangible","680"
"Amortización del inmovilizado material","Amortització de l'immobilitzat material","681"
"Amortización de las inversiones inmobiliarias","Amortització de les inversions immobiliàries","682"
"Pérdidas por deterioro y otras dotaciones","Pèrdues per deteriorament i altres dotacions","69"
"Pérdidas por deterioro del inmovilizado intangible","Pèrdues per deteriorament de l'immobilitzat intangible","690"
"Pérdidas por deterioro del inmovilizado material","Pèrdues per deteriorament de l'immobilitzat material","691"
"Pérdidas por deterioro de las inversiones inmobiliarias","Pèrdues per deteriorament de les inversions immobiliàries","692"
"Pérdidas por deterioro de existencias","Pèrdues per deteriorament d'existències","693"
"Pérdidas por deterioro de productos terminados y en curso de fabricación","Pèrdues per deteriorament de productes acabats i en curs de fabricació","6930"
"Pérdidas por deterioro de mercaderías","Pèrdues per deteriorament de mercaderies","6931"
"Pérdidas por deterioro de materias primas","Pèrdues per deteriorament de matèries primeres","6932"
"Pérdidas por deterioro de otros aprovisionamientos","Pèrdues per deteriorament d'altres aprovisionaments","6933"
"Pérdidas por deterioro de créditos por operaciones comerciales","Pèrdues per deteriorament de crèdits per operacions comercials","694"
"Dotación a la provisión por operaciones comerciales","Dotació a la provisió per operacions comercials","695"
"Dotación a la provisión por contratos onerosos","Dotació a la provisió per contractes onerosos","6954"
"Dotación a la provisión para otras operaciones comerciales","Dotació a la provisió per a altres operacions comercials","6959"
"Pérdidas por deterioro de participaciones y valores representativos de deuda","Pèrdues per deteriorament de participacions i valors representatius de deute a llarg termini","696"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, empresas del grupo","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses del grup","6960"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, empresas asociadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses associades","6961"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, otras partes vinculadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, altres parts vinculades","6962"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto, otras empresas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a llarg termini, altres empreses","6963"
"Pérdidas por deterioro en valores representativos de deuda, empresas del grupo","Pèrdues per deteriorament en valors representatius de deute a llarg termini, empreses del grup","6965"
"Pérdidas por deterioro en valores representativos de deuda, empresas asociadas","Pèrdues per deteriorament en valors representatius de deute a llarg termini, empreses associades","6966"
"Pérdidas por deterioro en valores representativos de deuda, otras partes vinculadas","Pèrdues per deteriorament en valors representatius de deute a llarg termini en altres parts vinculades","6967"
"Pérdidas por deterioro en valores representativos de deuda, otras empresas","Pèrdues per deteriorament en valors representatius de deute a llarg termini, d' altres empreses","6968"
"Pérdidas por deterioro de créditos","Pèrdues per deteriorament de crèdits a llarg termini","697"
"Pérdidas por deterioro de créditos, empresas del grupo","Pèrdues per deteriorament de crèdits a llarg termini, empreses del grup","6970"
"Pérdidas por deterioro de créditos, empresas asociadas","Pèrdues per deteriorament de crèdits a llarg termini, empreses associades","6971"
"Pérdidas por deterioro de créditos, otras partes vinculadas","Pèrdues per deteriorament de crèdits a llarg termini, altres parts vinculades","6972"
"Pérdidas por deterioro de créditos, otras empresas","Pèrdues per deteriorament de crèdits a llarg termini, altres empreses","6973"
"Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo","Pèrdues per deteriorament de participacions i valors representatius de deute a curt termini","698"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","Pèrdues per deteriorament de participacions en instruments de patrimoni net a curt termini, empreses del grup","6980"
"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","Pèrdues per deteriorament de participacions en instruments de patrimoni net a curt termini, empreses associades","6981"
"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo","Pèrdues per deteriorament en valors representatius de deute a curt termini, empreses del grup","6985"
"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas","Pèrdues per deteriorament en valors representatius de deute a curt termini, empreses associades","6986"
"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas","Pèrdues per deteriorament en valors representatius de deute a curt termini, altres parts vinculades","6987"
"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras empresas","Pèrdues per deteriorament en valors representatius de deute a curt termini, d'altres empreses","6988"
"Pérdidas por deterioro de créditos a corto plazo","Pèrdues per deteriorament de crèdits a curt termini","699"
"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo","Pèrdues per deteriorament de crèdits a curt termini, empreses del grup","6990"
"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas","Pèrdues per deteriorament de crèdits a curt termini, empreses associades","6991"
"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas","Pèrdues per deteriorament de crèdits a curt termini, altres parts vinculades","6992"
"Pérdidas por deterioro de créditos a corto plazo, otras empresas","Pèrdues per deteriorament de crèdits a curt termini, altres empreses","6993"
"Ventas e ingresos","Vendes i ingressos","7"
"Ventas de mercaderías, de producción propia, de servicios, etc.","Vendes de mercaderies, de producció pròpia, de serveis, etc.","70"
"Ventas de mercaderías","Vendes de mercaderies","700"
"Ventas de mercaderías en España","Vendes de mercaderies ","7000"
"Ventas de mercaderías Intracomunitarias","Vendes de mercaderies Intracomunitaries","7001"
"Ventas de mercaderías Exportación","Vendes de mercaderies Exportació","7002"
"Ventas de productos terminados","Vendes de productes acabats","701"
"Ventas de productos terminados en España","Vendes de productes acabats a Espanya","7010"
"Ventas de productos terminados Intracomunitarias","Vendes de productes acabats Intracomunitaries","7011"
"Ventas de productos terminados Exportación","Vendes de productes acabats Exportació","7012"
"Ventas de productos semiterminados","Vendes de productes semiacabats","702"
"Ventas de productos semiterminados en España","Vendes de productes semiacabats a Espanya","7020"
"Ventas de productos semiterminados Intracomunitarias","Vendes de productes semiacabats Intracomunitaries","7021"
"Ventas de productos semiterminados Exportación","Vendes de productes semiacabats Exportació","7022"
"Ventas de subproductos y residuos","Vendes de subproductes i residus","703"
"Ventas de subproductos y residuos en España","Vendes de subproductes i residus a Espanya","7030"
"Ventas de subproductos y residuos Intracomunitarias","Vendes de subproductes i residus Intracomunitaries","7031"
"Ventas de subproductos y residuos Exportación","Vendes de subproductes i residus Exportació","7032"
"Ventas de envases y embalajes","Vendes d'envasos i embalatges","704"
"Ventas de envases y embalajes en España","Vendes d'envasos i embalatges a Espanya","7040"
"Ventas de envases y embalajes Intracomunitarias","Vendes d'envasos i embalatges Intracomunitaries","7041"
"Ventas de envases y embalajes Exportación","Vendes d'envasos i embalatges Exportació","7042"
"Prestaciones de servicios","Prestacions de serveis","705"
"Prestaciones de servicios en España","Prestacions de serveis a Espanya","7050"
"Prestaciones de servicios Intracomunitarias","Prestacions de serveis Intracomunitaries","7051"
"Prestaciones de servicios fuera de la UE","Prestacions de serveis fora de la UE","7052"
"Descuentos sobre ventas por pronto pago","Descomptes sobre vendes per  pagament immediat","706"
"Descuentos sobre ventas por pronto pago de mercaderías","Descomptes sobre vendes per pagament immediat de mercaderies","7060"
"Descuentos sobre ventas por pronto pago de productos terminados","Descomptes sobre vendes per  pagament immediat de productes acabats","7061"
"Descuentos sobre ventas por pronto pago de productos semiterminados","Descomptes sobre vendes per  pagament immediat de productes semiacabats","7062"
"Descuentos sobre ventas por pronto pago de subproductos y residuos","Descomptes sobre vendes per pagament immediat de subproductes i residus","7063"
"Devoluciones de ventas y operaciones similares","Devolucions de vendes i operacions similars","708"
"Devoluciones de ventas de mercaderías","Devolucions de vendes de mercaderies","7080"
"Devoluciones de ventas de productos terminados","Devolucions de vendes de productes acabats","7081"
"Devoluciones de ventas de productos semiterminados","Devolucions de vendes de productes semiacabats","7082"
"Devoluciones de ventas de subproductos y residuos","Devolucions de vendes de subproductes i residus","7083"
"Devoluciones de ventas de envases y embalajes","Devolucions de vendes d'envasos i embalatges","7084"
"Rappels"" sobre ventas""","Ràpels sobre vendes","709"
"Rappels"" sobre ventas de mercaderías""","Ràpels sobre vendes de mercaderies","7090"
"Rappels"" sobre ventas de productos terminados""","Ràpels sobre vendes de productes acabats","7091"
"Rappels"" sobre ventas de productos semiterminados""","Ràpels sobre vendes de productes semiacabats","7092"
"Rappels"" sobre ventas de subproductos y residuos""","Ràpels sobre vendes de subproductes i residus","7093"
"Rappels"" sobre ventas de envases y embalajes""","Ràpels sobre vendes d'envasos i embalatges","7094"
"Variación de existencias","Variació d'existències","71"
"Variación de existencias de productos en curso","Variació d'existències de productes en curs","710"
"Variación de existencias de productos semiterminados","Variació d'existències de productes semiacabats","711"
"Variación de existencias de productos terminados","Variació d'existències de productes acabats","712"
"Variación de existencias de subproductos, residuos y materiales recuperados","Variació d'existències de subproductes, de residus i materials recuperats","713"
"Trabajos realizados para la empresa","Treballs realitzats per a l'empresa","73"
"Trabajos realizados para el inmovilizado intangible","Treballs realitzats per a l'immobilitzat intangible","730"
"Trabajos realizados para el inmovilizado material","Treballs realitzats per a l'immobilitzat material","731"
"Trabajos realizados en inversiones inmobiliarias","Treballs realitzats en inversions immobiliàries","732"
"Trabajos realizados para el inmovilizado material en curso","Treballs realitzats per a l'immobilitzat material en curs","733"
"Subvenciones, donaciones y legados","Subvencions, donacions i llegats","74"
"Subvenciones, donaciones y legados a la explotación","Subvencions, donacions i llegats a l'explotació","740"
"Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio","Subvencions, donacions i llegats de capital transferits al resultat de l'exercici","746"
"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio","Altres subvencions, donacions i llegats transferits al resultat de l'exercici","747"
"Otros ingresos de gestión","Altres ingressos de gestió","75"
"Resultados de operaciones en común","Resultats d'operacions en comú","751"
"Pérdida transferido (gestor)","Pèrdua transferida (gestor)","7510"
"Beneficio atribuido (partícipe o asociado no gestor)","Benefici atribuït (partícip o associat no gestor)","7511"
"Ingresos por arrendamientos","Ingressos per arrendaments","752"
"Ingresos de propiedad industrial cedida en explotación","Ingressos de propietat industrial cedida en explotació","753"
"Ingresos por comisiones","Ingressos per comissions","754"
"Ingresos por servicios al personal","Ingressos per serveis al personal","755"
"Ingresos por servicios diversos","Ingressos per serveis diversos","759"
"Ingresos financieros","Ingressos financers","76"
"Ingresos de participaciones en instrumentos de patrimonio","Ingressos de participacions en instruments de patrimoni","760"
"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo","Ingressos de participacions en instruments de patrimoni, empreses del grup","7600"
"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas","Ingressos de participacions en instruments de patrimoni, empreses associades","7601"
"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas","Ingressos de participacions en instruments de patrimoni, altres parts vinculades","7602"
"Ingresos de participaciones en instrumentos de patrimonio, otras empresas","Ingressos de participacions en instruments de patrimoni, altres empreses","7603"
"Ingresos de valores representativos de deuda","Ingressos de valors representatius de deute","761"
"Ingresos de valores representativos de deuda, empresas del grupo","Ingressos de valors representatius de deute, empreses del grup","7610"
"Ingresos de valores representativos de deuda, empresas asociadas","Ingressos de valors representatius de deute, empreses associades","7611"
"Ingresos de valores representativos de deuda, otras partes vinculadas","Ingressos de valors representatius de deute, altres parts vinculades","7612"
"Ingresos de valores representativos de deuda, otras empresas","Ingressos de valors representatius de deute, altres empreses","7613"
"Ingresos de créditos","Ingressos de crèdits","762"
"Ingresos de créditos a largo plazo","Ingressos de crèdits a llarg termini","7620"
"Ingresos de créditos a largo plazo, empresas del grupo","Ingressos de crèdits a llarg termini, empreses del grup","76200"
"Ingresos de créditos a largo plazo, empresas asociadas","Ingressos de crèdits a llarg termini, empreses associades","76201"
"Ingresos de créditos a largo plazo, otras partes vinculadas","Ingressos de crèdits a llarg termini, altres parts vinculades","76202"
"Ingresos de créditos a largo plazo, otras empresas","Ingressos de crèdits a llarg termini, altres empreses","76203"
"Ingresos de créditos a corto plazo","Ingressos de crèdits a curt termini","7621"
"Ingresos de créditos a corto plazo, empresas del grupo","Ingressos de crèdits a curt termini, empreses del grup","76210"
"Ingresos de créditos a corto plazo, empresas asociadas","Ingressos de crèdits a curt termini, empreses associades","76211"
"Ingresos de créditos a corto plazo, otras partes vinculadas","Ingressos de crèdits a curt termini, altres parts vinculades","76212"
"Ingresos de créditos a corto plazo, otras empresas","Ingressos de crèdits a curt termini, altres empreses","76213"
"Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficis per valoració d'instruments financers pel seu valor raonable","763"
"Beneficios por valoración de activos y pasivos financieros por su valor razonable","Beneficis per valoració d'actius i passius financers pel seu valor raonable","763"
"Beneficios de cartera de negociación","Beneficis de cartera de negociació","7630"
"Beneficios de designados por la empresa","Beneficis de designats per l'empresa","7631"
"Beneficios de disponibles para la venta","Beneficis de disponibles per a la venda","7632"
"Beneficios de instrumentos de cobertura","Beneficis d'instruments de cobertura","7633"
"Beneficios en participaciones y valores representativos de deuda","Beneficis en participacions i valors representatius de deute","766"
"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo","Beneficis en valors representatius de deute a llarg termini, empreses del grup","7660"
"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas","Beneficis en valors representatius de deute a llarg termini, empreses associades","7661"
"Beneficios en valores representativos de deuda a largo plazo, otras partes vinculadas","Beneficis en valors representatius de deute a llarg termini, altres parts vinculades","7662"
"Beneficios en valores representativos de deuda a largo plazo, otras empresas","Beneficis en participacions i valors representatius de deute a llarg termini, altres empreses","7663"
"Beneficios en valores representativos de deuda a corto plazo, empresas del grupo","Beneficis en participacions i valors representatius de deute a curt termini, empreses del grup","7665"
"Beneficios en valores representativos de deuda a corto plazo, empresas asociadas","Beneficis en participacions i valors representatius de deute a curt termini, empreses associades","7666"
"Beneficios en valores representativos de deuda a corto plazo, otras partes vinculadas","Beneficis en valors representatius de deute a curt termini, altres parts vinculades","7667"
"Beneficios en valores representativos de deuda a corto plazo, otras empresas","Beneficis en valors representatius de deute a curt termini, altres empreses","7668"
"Ingresos de activos afectos y de derechos de reembolso relativos a retribuciones a largo plazo","Ingressos d'actius destinats i de drets de reemborsament relatius a retribucions a llarg termini","767"
"Diferencias positivas de cambio","Diferències positives de canvi","768"
"Otros ingresos financieros","Altres ingressos financers","769"
"Beneficios procedentes de activos no corrientes e ingresos excepcionales","Beneficis procedents d'actius no corrents i ingressos excepcionals","77"
"Beneficios procedentes del inmovilizado intangible","Beneficis procedents de l'immobilitzat intangible","770"
"Beneficios procedentes del inmovilizado material","Beneficis procedents de l'immobilitzat material","771"
"Beneficios procedentes de las inversiones inmobiliarias","Beneficis procedents de les inversions immobiliàries","772"
"Beneficios procedentes de participaciones a largo plazo en partes vinculadas","Beneficis procedents de participacions a llarg termini en parts vinculades","773"
"Beneficios procedentes de participaciones a largo plazo en, empresas del grupo","Beneficis procedents de participacions a llarg termini , empreses del grup","7733"
"Beneficios procedentes de participaciones a largo plazo, empresas asociadas","Diferència negativa en combinacions de negocis","7734"
"Beneficios procedentes de participaciones a largo plazo, otras partes vinculadas","Beneficis per operacions amb obligacions pròpies","7735"
"Diferencia negativa en combinaciones de negocios","Diferència negativa en combinacions de negocis","774"
"Beneficos por operaciones con obligaciones propias","Beneficis per operacions amb obligacions pròpies","775"
"Ingresos excepcionales","Ingressos excepcionals","778"
"Excesos y aplicaciones de provisiones y de pérdidas por deterioro","Excessos i aplicacions de provisions i de pèrdues per deteriorament","79"
"Reversión del deterioro del inmovilizado intangible","Reversió del deteriorament de l'immobilitzat intangible","790"
"Reversión del deterioro del inmovilizado material","Reversió del deteriorament de l'immobilitzat material","791"
"Reversión del deterioro de las inversiones inmobiliarias","Reversió del deteriorament de les inversions immobiliàries","792"
"Reversión del deterioro de existencias","Reversió del deteriorament d'existències","793"
"Reversión del deterioro de productos terminados y en curso de fabricación","Reversió del deteriorament de productes acabats i en curs de fabricació","7930"
"Reversión del deterioro de mercaderías","Reversió del deteriorament de mercaderies","7931"
"Reversión del deterioro de materias primas","Reversió del deteriorament de matèries primeres","7932"
"Reversión del deterioro de otros aprovisionamientos","Reversió del deteriorament d'altres aprovisionaments","7933"
"Reversión del deterioro de créditos por operaciones comerciales","Reversió del deteriorament de crèdits per operacions comercials","794"
"Exceso de provisiones","Excés de provisions","795"
"Exceso de provisión por retribuciones al personal","Excés de provisió per retribucions al personal","7950"
"Exceso de provisión para impuestos","Excés de provisió per a impostos","7951"
"Exceso de provisión para otras responsabilidades","Excés de provisió per a altres responsabilitats","7952"
"Exceso de provisión por operaciones comerciales","Excés de provisió per operacions comercials","7954"
"Exceso de provisión por contratos onerosos","Excés de provisió per contractes onerosos","79544"
"Exceso de provisión para otras operaciones comerciales","Excés de provisió per a altres operacions comercials","79549"
"Exceso de provisión para actuaciones medioambientales","Excés de provisió per a actuacions mediambientals","7955"
"Exceso de provisión para reestructuraciones","Excés de provisió per a reestructuracions","7956"
"Exceso de provisión por transacciones con pagos basados en instrumentos de patrimonio","Excés de provisió per transaccions amb pagaments basats en instruments de patrimoni","7957"
"Reversión del deterioro de participaciones y valores representativos de deuda a largo plazo","Reversió del deteriorament de participacions i valors representatius de deute a llarg termini","796"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses del grup","7960"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, empreses associades","7961"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres parts vinculades","7962"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","Reversió del deteriorament de participacions en instruments de patrimoni net a llarg termini, altres empreses","7963"
"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas del grupo","Reversió del deteriorament de valors representatius de deute a llarg termini, empreses del grup","7965"
"Reversión del deterioro de valores representativos de deuda a largo plazo, empresas asociadas","Reversió del deteriorament de valors representatius de deute a llarg termini, empreses associades","7966"
"Reversión del deterioro de valores representativos de deuda a largo plazo, otras partes vinculadas","Reversió del deteriorament de valors representatius de deute a llarg termini, altres parts vinculades","7967"
"Reversión del deterioro de valores representativos de deuda a largo plazo, otras empresas","Reversió del deteriorament de valors representatius de deute a llarg termini, altres empreses","7968"
"Reversión del deterioro de créditos a largo plazo","Reversió del deteriorament de crèdits a llarg termini","797"
"Reversión del deterioro de créditos a largo plazo, empresas del grupo","Reversió del deteriorament de crèdits a llarg termini, empreses del grup","7970"
"Reversión del deterioro de créditos a largo plazo, empresas asociadas","Reversió del deteriorament de crèdits a llarg termini, empreses associades","7971"
"Reversión del deterioro de créditos a largo plazo, otras partes vinculadas","Reversió del deteriorament de crèdits a llarg termini, altres parts vinculades","7972"
"Reversión del deterioro de créditos a largo plazo, otras empresas","Reversió del deteriorament de crèdits a llarg termini, altres empreses","7973"
"Reversión del deterioro de participaciones y valores representativos de deuda a corto plazo","Reversió del deteriorament de participacions i valors representatius de deute a curt termini","798"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo","Reversió del deteriorament de participacions en instruments de patrimoni net a curt termini, empreses del grup","7980"
"Reversión del deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas","Reversió del deteriorament de participacions en instruments de patrimoni net a curt termini, empreses associades","7981"
"Reversión del deterioro de valores representativos de deuda a corto plazo, empresas del grupo","Reversió del deteriorament en valors representatius de deute a curt termini, empreses del grup","7985"
"Reversión del deterioro de valores representativos de deuda a corto plazo, empresas asociadas","Reversió del deteriorament en valors representatius de deute a curt termini, empreses associades","7986"
"Reversión del deterioro de valores representativos de deuda a corto plazo, otras partes vinculadas","Reversió del deteriorament en valors representatius de deute a curt termini, altres parts vinculades","7987"
"Reversión del deterioro de valores representativos de deuda a corto plazo, otras empresas","Reversió del deteriorament en valors representatius de deute a curt termini, altres empreses","7988"
"Reversión del deterioro de créditos a corto plazo","Reversió del deteriorament de crèdits a curt termini","799"
"Reversión del deterioro de créditos a corto plazo, empresas del grupo","Reversió del deteriorament de crèdits a curt termini, empreses del grup","7990"
"Reversión del deterioro de créditos a corto plazo, empresas asociadas","Reversió del deteriorament de crèdits a curt termini, empreses associades","7991"
"Reversión del deterioro de créditos a corto plazo, otras partes vinculadas","Reversió del deteriorament de crèdits a curt termini, altres parts vinculades","7992"
"Reversión del deterioro de créditos a corto plazo, otras empresas","Reversió del deteriorament de crèdits a curt termini, altres empreses","7993"
"Gastos imputados al patrimonio neto","Despeses imputades al patrimoni net","8"
"Gastos financieros por valoración de activos y pasivos","Despeses financeres per valoració d'actius i passius","80"
"Pérdidas en activos financieros disponibles para la venta","Pèrdues en actius financers disponibles per a la venda","800"
"Transferencia de beneficios en activos financieros disponibles para la venta","Transferència de beneficis en actius financers disponibles per a la venda","802"
"Gastos en operaciones de cobertura","Despeses en operacions de cobertura","81"
"Pérdidas por coberturas de flujos de efectivo","Pèrdues per cobertures de fluxos d'efectiu","810"
"Pérdidas por coberturas de inversiones netas en un negocio en el extranjero","Pèrdues per cobertures d'inversions netes en un negoci a l'estranger","811"
"Transferencia de beneficios por coberturas de flujos de efectivo","Transferència de beneficis per cobertures de fluxos d'efectiu","812"
"Transferencia de beneficios por coberturas de inversiones netas en un negocio en el extranjero","Transferència de beneficis per cobertures d'inversions netes en un negoci a l'estranger","813"
"Gastos por diferencias de conversión","Despeses per diferències de conversió","82"
"Diferencias de conversión negativas","Diferències de conversió negatives","820"
"Transferencia de diferencias de conversión positivas","Transferència de diferències de conversió positives","821"
"Impuesto sobre beneficios","Impost sobre beneficis","83"
"Impuesto sobre beneficios","Impost sobre beneficis","830"
"Impuesto corriente","Impost corrent","8300"
"Impuesto diferido","Impost diferit","8301"
"Ajustes negativos en la imposición sobre beneficios","Ajustaments negatius en la imposició sobre beneficis","833"
"Ingresos fiscales por diferencias permanentes","Ingressos fiscals per diferències permanents","834"
"Ingresos fiscales por deducciones y bonificaciones","Ingressos fiscals per deduccions i bonificacions","835"
"Transferencia de diferencias permanentes","Transferència de diferències permanents","836"
"Transferencia de deducciones y bonificaciones","Transferència de deduccions i bonificacions","837"
"Ajustes positivos en la imposición sobre","Ajustaments positius en la imposició sobre beneficis","838"
"Transferencias de subvenciones, donaciones y legados","Transferències de subvencions, donacions i llegats","84"
"Transferencia de subvenciones oficiales de capital","Transferència de subvencions oficials de capital","840"
"Transferencia de donaciones y legados de capital","Transferència de donacions i llegats de capital","841"
"Transferencia de otras subvenciones, donaciones y legados","Transferència d'altres subvencions, donacions i llegats","842"
"Gastos por pérdidas actuariales y ajustes en los activos por retribuciones a largo plazo de prestación definida","Despeses per pèrdues actuarials i ajustaments en els actius per retribucions a llarg termini de prestació definida","85"
"Pérdidas actuariales","Pèrdues actuarials","850"
"Ajustes negativos en activos por retribuciones a largo plazo de prestación definida","Ajustaments negatius en actius per retribucions a llarg termini de prestació definida","851"
"Gastos por activos no corrientes en venta","Despeses per actius no corrents en venda","86"
