"Hacienda Pública. Retenciones a cuenta arrendamientos, cap. mobiliario 21%","Hisenda Pública. Retencions a compte arrendaments, cap. mobiliari 21%","473021"
"Activos por impuesto diferido","Actius per impostos diferits","474"
"Activos por diferencias temporarias deducibles","Actius per diferències temporàries deduïbles","4740"
"Derechos por deducciones y bonificaciones pendientes de aplicar","Drets per deduccions i bonificacions pendents d'aplicar","4742"
"Crédito por pérdidas a compensar del ejercicio","Crèdit per pèrdues a compensar de l'exercici","4745"
"Hacienda Pública, acreedora por conceptos fiscales","Hisenda Pública, creditora per conceptes fiscals","475"
"Hacienda Pública, acreedora por IVA","Hisenda Pública, creditora per IVA","4750"
"Hacienda Pública, acreedora por retenciones practicadas","Hisenda Pública, creditora per retencions practicades","4751"
"Hacienda Pública. Retenciones empresarios módulos 1%","Hisenda Pública. Retencions empresaris mòduls 1%","475101"
"Hacienda Pública. Retenciones act. agrícolas, ganaderas, forestales 2%","Hisenda Pública. Retencions act. agrícoles, ramaderes, forestals 2%","475102"
"Hacienda Pública. Retenciones act. profesionales 7%","Hisenda Pública. Retencions act. professionals 7%","475107"
"Hacienda Pública. Retenciones act. profesionales 9%","Hisenda Pública. Retencions act. Professionals 9%","475109"
"Hacienda Pública. Retenciones act. profesionales 15%","Hisenda Pública. Retencions act. professionals 15%","475115"
"Hacienda Pública. Retenciones arrendamientos, cap. mobiliario 18%","Hisenda Pública. Retencions arrendaments, cap. mobiliari 18%","475118"
"Hacienda Pública. Retenciones arrendamientos, cap. mobiliario 19%","Hisenda Pública. Retencions arrendaments, cap. mobiliari 19%","475119"
"Hacienda Pública. Retenciones arrendamientos, cap. mobiliario 20%","Hisenda Pública. Retencions arrendaments, cap. Mobiliari 20%","475120"
"Hacienda Pública. Retenciones arrendamientos, cap. mobiliario 21%","Hisenda Pública. Retencions arrendaments, cap. mobiliari 21%","475121"
"Hacienda Pública, acreedora por impuesto sobre sociedades","Hisenda Pública, creditora per impost sobre societats","4752"
"Hacienda Pública, acreedora por subvenciones a reintegrar","Hisenda Pública, creditora per subvencions a reintegrar","4758"
"Organismos de la Seguridad Social, acreedores","Organismes de la Seguretat Social, creditors","476"
"Hacienda Pública, IVA repercutido","Hisenda Pública, IVA repercutit","477"
"Hacienda Pública, IVA repercutido","Hisenda Pública, IVA repercutit","4770"
"Hacienda Pública. IVA repercutido 4%","Hisenda Pública. IVA repercutit 4%","477004"
"Hacienda Pública. IVA repercutido 7%","Hisenda Pública. IVA repercutit 7%","477007"
"Hacienda Pública. IVA repercutido 8%","Hisenda Pública. IVA repercutit 8%","477008"
"Hacienda Pública. IVA repercutido 10%","Hisenda Pública. IVA repercutit 10%","477010"
"Hacienda Pública. IVA repercutido 16%","Hisenda Pública. IVA repercutit 16%","477016"
"Hacienda Pública. IVA repercutido 18%","Hisenda Pública. IVA repercutit 18%","477018"
"Hacienda Pública. IVA repercutido 21%","Hisenda Pública. IVA repercutit 21%","477021"
"Hacienda Pública, IVA repercutido, Recargo de Equivalencia","Hisenda Pública. IVA repercutit, Recàrrec d'Equivalència","4771"
"Hacienda Pública. IVA soportado. Recargo de Equivalencia 0.5%","Hisenda Pública. IVA repercutit. Recàrrec d'Equivalència 0.5%","477104"
"Hacienda Pública. IVA soportado. Recargo de Equivalencia 1%","Hisenda Pública. IVA repercutit. Recàrrec d'Equivalència 1%","477108"
"Hacienda Pública. IVA soportado. Recargo de Equivalencia 1.4%","Hisenda Pública. IVA repercutit. Recàrrec d'Equivalència 1.4%","477110"
"Hacienda Pública. IVA soportado. Recargo de Equivalencia 4%","Hisenda Pública. IVA repercutit. Recàrrec d'Equivalència 4%","477118"
"Hacienda Pública. IVA soportado. Recargo de Equivalencia 5.2%","Hisenda Pública. IVA repercutit. Recàrrec d'Equivalència 5.2%","477121"
"Pasivos por diferencias temporarias imponibles","Passius per diferències temporàries imposables","479"
"Ajustes por periodificación","Ajustaments per periodificació","48"
"Gastos anticipados","Despeses anticipades","480"
"Ingresos anticipados","Ingressos anticipats","485"
"Deterioro de valor de créditos comerciales y provisiones a corto plazo","Deteriorament de valor de crèdits comercials i provisions a curt termini","49"
"Deterioro de valor de créditos por operaciones comerciales","Deteriorament de valor de crèdits per operacions comercials","490"
"Deterioro de valor de créditos por operaciones comerciales con partes vinculadas","Deteriorament de valor de crèdits per operacions comercials amb parts vinculades","493"
"Deterioro de valor de créditos por operaciones comerciales con empresas del grupo","Deteriorament de valor de crèdits per operacions comercials amb empreses del grup","4933"
"Deterioro de valor de créditos por operaciones comerciales con empresas asociadas","Deteriorament de valor de crèdits per operacions comercials amb empreses associades","4934"
"Deterioro de valor de créditos por operaciones comerciales con otras partes vinculadas","Deteriorament de valor de crèdits per operacions comercials amb altres parts vinculades","4935"
"Provisiones por operaciones comerciales","Provisions per operacions comercials","499"
"Provisión por contratos onerosos","Provisió per contractes onerosos","4994"
"Provisión para otras operaciones comerciales","Provisió per a altres operacions comercials","4999"
"Cuentas financieras","Comptes financers","5"
"Empréstitos, deudas con características especiales y otras emisiones análogas a corto plazo","Emprèstits, deutes amb característiques especials i altres emissions anàlogues a curt termini","50"
"Obligaciones y bonos a corto plazo","Obligacions i bons a curt termini","500"
"Obligaciones y bonos convertibles a corto plazo","Obligacions i bons convertibles a curt termini","501"
"Acciones o participaciones a corto plazo consideradas como pasivos financieros","Accions o participacions a curt termini considerades com a passius financers","502"
"Deudas representadas en otros valores negociables a corto plazo","Deutes representats en altres valors negociables a curt termini","505"
"Intereses a corto plazo de empréstitos y otras emisiones análogas","Interessos a curt termini d'emprèstits i altres emissions anàlogues","506"
"Dividendos de acciones o participaciones consideradas como pasivos financieros","Dividends d'accions o participacions considerades com a passius financers","507"
"Valores negociables amortizados","Valors negociables amortitzats","509"
"Obligaciones y bonos amortizados","Obligacions i bons amortitzats","5090"
"Obligaciones y bonos convertibles amortizados","Obligacions i bons convertibles amortitzats","5091"
"Otros valores negociables amortizados","Altres valors negociables amortitzats","5095"
"Deudas a corto plazo con partes vinculadas","Deutes a curt termini amb parts vinculades","51"
"Deudas a corto plazo con entidades de crédito vinculadas","Deutes a curt termini amb entitats de crèdit vinculades","510"
"Deudas a corto plazo con entidades de crédito, empresas del grupo","Deutes a curt termini amb entitats de crèdit, empreses del grup","5103"
"Deudas a corto plazo con entidades de crédito, empresas asociadas","Deutes a curt termini amb entitats de crèdit, empreses associades","5104"
"Deudas a corto plazo con otras entidades de crédito vinculadas","Deutes a curt termini amb altres entitats de crèdit vinculades","5105"
"Proveedores de inmovilizado a corto plazo, partes vinculadas","Proveïdors d'immobilitzat a curt termini, parts vinculades","511"
"Proveedores de inmovilizado a corto plazo, empresas del grupo","Proveïdors d'immobilitzat a curt termini, empreses del grup","5113"
"Proveedores de inmovilizado a corto plazo, empresas asociadas","Proveïdors d'immobilitzat a curt termini, empreses associades","5114"
"Proveedores de inmovilizado a corto plazo, otras partes vinculadas","Proveïdors d'immobilitzat a curt termini, altres parts vinculades","5115"
"Acreedores por arrendamiento financiero a corto plazo, partes vinculadas","Creditors per arrendament financer a curt termini, parts vinculades","512"
"Acreedores por arrendamiento financiero a corto plazo, empresas del grupo","Creditors per arrendament financer a curt termini, empreses del grup","5123"
"Acreedores por arrendamiento financiero a corto plazo, empresas asociadas","Creditors per arrendament financer a curt termini, empreses associades","5124"
"Acreedores por arrendamiento financiero a corto plazo, otras partes vinculadas","Creditors per arrendament financer a curt termini, altres parts vinculades","5125"
"Otras deudas a corto plazo con partes vinculadas","Altres deutes a curt termini amb parts vinculades","513"
"Otras deudas a corto plazo con empresas del grupo","Altres deutes a curt termini amb empreses del grup","5133"
"Otras deudas a corto plazo con empresas asociadas","Altres deutes a curt termini amb empreses associades","5134"
"Otras deudas a corto plazo con otras partes vinculadas","Altres deutes a curt termini amb altres parts vinculades","5135"
"Intereses a corto plazo de deudas con partes vinculadas","Interessos a curt termini de deutes amb parts vinculades","514"
"Intereses a corto plazo de deudas con empresas del grupo","Interessos a curt termini de deutes, amb empreses del grup","5143"
"Intereses a corto plazo de deudas con empresas asociadas","Interessos a curt termini de deutes, amb empreses associades","5144"
"Intereses a corto plazo de deudas con otras partes vinculadas","Interessos a curt termini de deutes, altres parts vinculades","5145"
"Deudas a corto plazo por préstamos recibidos y otros conceptos","Deutes a curt termini per préstecs rebuts i altres conceptes","52"
"Deudas a corto plazo con entidades de crédito","Deutes a curt termini amb entitats de crèdit","520"
"Préstamos a corto plazo de entidades de crédito","Préstecs a curt termini d'entitats de crèdit","5200"
"Deudas a corto plazo por crédito dispuesto","Deutes a curt termini per crèdit amatent","5201"
"Deudas por efectos descontados","Deutes per efectes descomptats","5208"
"Deudas por operaciones de “factoring”","Deutes per operacions de factoring","5209"
"Deudas a corto plazo","Deutes a curt termini","521"
"Deudas a corto plazo transformables en subvenciones, donaciones y legados","Deutes a curt termini transformables en subvencions, donacions i llegats","522"
"Proveedores de inmovilizado a corto plazo","Proveïdors d'immobilitzat a curt termini","523"
"Acreedores por arrendamiento financiero a corto plazo","Creditors per arrendament financer a curt termini","524"
"Efectos a pagar a corto plazo","Efectes a pagar a curt termini","525"
"Dividendo activo a pagar","Dividend actiu a pagar","526"
"Intereses a corto plazo de deudas con entidades de crédito","Interessos a curt termini de deutes amb entitats de crèdit","527"
"Intereses a corto plazo de deudas","Interessos a curt termini de deutes","528"
"Provisiones a corto plazo","Provisions a curt termini","529"
"Provisión a corto plazo por retribuciones al personal","Provisió a curt termini per retribucions al personal","5290"
"Provisión a corto plazo para impuestos","Provisió a curt termini per a impostos","5291"
"Provisión a corto plazo para otras responsabilidades","Provisió a curt termini per a altres responsabilitats","5292"
"Provisión a corto plazo por desmantelamiento, retiro o rehabilitación del inmovilizado","Provisió a curt termini per desmantellament, retir o rehabilitació de l'immobilitzat","5293"
"Provisión a corto plazo para actuaciones medioambientales","Provisió a curt termini per a actuacions mediambientals","5295"
"Provisión a corto plazo para reestructuraciones de patrimonio","Provisió a curt termini per a reestructuracions ","5296"
"Provisión a corto plazo por transacciones con pagos basados en instrumentos","Provisió a curt termini per transaccions amb pagaments basats en instruments de patrimoni","5297"
"Inversiones financieras a corto plazo en partes vinculadas","Inversions financeres a curt termini en parts vinculades","53"
"Participaciones a corto plazo en partes vinculadas","Participacions a curt termini en parts vinculades","530"
"Participaciones a corto plazo en empresas del grupo","Participacions a curt termini, en empreses del grup","5303"
"Participaciones a corto plazo en empresas asociadas","Participacions a curt termini, en empreses associades","5304"
"Participaciones a corto plazo en otras partes vinculadas","Participacions a curt termini, en altres parts vinculades","5305"
"Valores representativos de deuda a corto plazo de partes vinculadas","Valors representatius de deute a curt termini de parts vinculades","531"
"Valores representativos de deuda a corto plazo de empresas del grupo","Valors representatius de deute a curt termini d'empreses del grup","5313"
"Valores representativos de deuda a corto plazo de empresas asociadas","Valors representatius de deute a curt termini d'empreses associades","5314"
"Valores representativos de deuda a corto plazo de otras partes vinculadas","Valors representatius de deute a curt termini d'altres parts vinculades","5315"
"Créditos a corto plazo a partes vinculadas","Crèdits a curt termini a parts vinculades","532"
"Créditos a corto plazo a empresas del grupo","Crèdits a curt termini a empreses del grup","5323"
"Créditos a corto plazo a empresas asociadas","Crèdits a curt termini a empreses associades","5324"
"Créditos a corto plazo a otras partes vinculadas","Crèdits a curt termini a altres parts vinculades","5325"
"Intereses a corto plazo de valores representativos de deuda de partes vinculadas","Interessos a curt termini de valors representatius de deute de parts vinculades","533"
"Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Interessos a curt termini de valors representatius de deute d'empreses del grup","5333"
"Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Interessos a curt termini de valors representatius de deute d'empreses associades","5334"
"Intereses a corto plazo de valores representativos de deuda de otras partes vinculadas","Interessos a curt termini de valors representatius de deute d'altres parts vinculades","5335"
"Intereses a corto plazo de créditos a partes vinculadas","Interessos a curt termini de crèdits a parts vinculades","534"
"Intereses a corto plazo de créditos a empresas del grupo","Interessos a curt termini de crèdits a empreses del grup","5343"
"Intereses a corto plazo de créditos a empresas asociadas","Interessos a curt termini de crèdits a empreses associades","5344"
"Intereses a corto plazo de créditos a otras partes vinculadas","Interessos a curt termini de crèdits a altres parts vinculades","5345"
"Dividendo a cobrar de inversiones financieras en partes vinculadas","Dividend a cobrar d'inversions financeres en parts vinculades","535"
"Dividendo a cobrar de inversiones financieras en empresas del grupo","Dividend a cobrar d'empreses del grup","5353"
"Dividendo a cobrar de inversiones financieras en empresas asociadas","Dividend a cobrar d'empreses associades","5354"
"Dividendo a cobrar de inversiones financieras en otras partes vinculadas","Dividend a cobrar d'altres parts vinculades","5355"
"Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas","Desemborsaments pendents sobre participacions a curt termini en parts vinculades","539"
"Desembolsos pendientes sobre participaciones a corto plazo en empresas del grupo","Desemborsaments pendents sobre participacions a curt termini en empreses del grup","5393"
"Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Desemborsaments pendents sobre participacions a curt termini en empreses associades","5394"
"Desembolsos pendientes sobre participaciones a corto plazo en otras partes vinculadas","Desemborsaments pendents sobre participacions a curt termini en altres parts vinculades","5395"
"Otras inversiones financieras a corto plazo","Altres inversions financeres a curt termini","54"
"Inversiones financieras a corto plazo en instrumentos de patrimonio","Inversions financeres a curt termini d'instruments de patrimoni","540"
"Valores representativos de deuda a corto plazo","Valors representatius de deute a curt termini","541"
"Créditos a corto plazo","Crèdits a curt termini","542"
"Créditos a corto plazo por enajenación de inmovilizado","Crèdits a curt termini per alienació d'immobilitzat","543"
"Créditos a corto plazo al personal","Crèdits a curt termini al personal","544"
"Dividendo a cobrar","Dividend a cobrar","545"
"Intereses a corto plazo de valores representativos de deudas","Interessos a curt termini de valors representatius de deute","546"
"Intereses a corto plazo de créditos","Interessos a curt termini de crèdits","547"
"Imposiciones a corto plazo","Imposicions a curt termini","548"
"Desembolsos pendientes sobre participaciones en el patrimonio neto a corto plazo","Desemborsaments pendents sobre participacions en el patrimoni net a curt termini","549"
"Otras cuentas no bancarias","Altres comptes no bancaris","55"
"Titular de la explotación","Titular de l'explotació","550"
"Cuenta corriente con socios y administradores","Compte corrent amb socis i administradors","551"
"Cuenta corriente con otras personas y entidades vinculadas","Compte corrent amb altres persones i entitats vinculades","552"
"Cuenta corriente con empresas del grupo","Compte corrent amb empreses del grup","5523"
"Cuenta corriente con empresas asociadas","Compte corrent amb empreses associades","5524"
"Cuenta corriente con otras partes vinculadas","Compte corrent amb altres parts vinculades","5525"
"Cuentas corrientes en fusiones y escisiones","Comptes corrents en fusions i escissions","553"
"Socios de sociedad disuelta","Socis de societat dissolta","5530"
"Socios, cuenta de fusión","Socis, compte de fusió","5531"
"Socios de sociedad escindida","Socis de societat escindida","5532"
"Socios, cuenta de escisión","Socis, compte d'escissió","5533"
"Cuenta corriente con uniones temporales de empresas y comunidades de bienes","Compte corrent amb unions temporals d'empreses i comunitats de béns","554"
"Partidas pendientes de aplicación","Partides pendents d'aplicació","555"
"Desembolsos exigidos sobre participaciones en el patrimonio neto","Desemborsaments exigits sobre participacions en el patrimoni net","556"
"Desembolsos exigidos sobre participaciones, empresas del grupo","Desemborsaments exigits sobre participacions, empreses del grup","5563"
"Desembolsos exigidos sobre participaciones, empresas asociadas","Desemborsaments exigits sobre participacions, altres parts vinculades","5564"
"Desembolsos exigidos sobre participaciones, otras partes vinculadas","Desemborsaments exigits sobre participacions, d'altres empreses","5565"
"Desembolsos exigidos sobre participaciones de otras empresas","Desemborsaments exigits sobre participacions d'altres empreses","5566"
"Dividendo activo a cuenta","Dividend actiu a compte","557"
"Socios por desembolsos exigidos","Socis per desemborsaments exigits","558"
"Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Socis per desemborsaments exigits sobre accions o participacions ordinàries","5580"
"Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros","Socis per desemborsaments exigits sobre accions o participacions considerades com a passius financers","5585"
"Derivados financieros a corto plazo","Derivats financers a curt termini","559"
"Activos por derivados financieros a corto plazo, cartera de negociación","Actius per derivats financers a curt termini, cartera de negociació","5590"
"Activos por derivados financieros a corto plazo","Actius per derivats financers a curt termini","5590"
"Activos por derivados financieros a corto plazo, instrumentos de cobertura","Actius per derivats financers a curt termini, instruments de cobertura","5593"
"Pasivos por derivados financieros a corto plazo, cartera de negociación","Passius per derivats financers a curt termini, cartera de negociació","5595"
"Pasivos por derivados financieros a corto plazo","Passius per derivats financers a curt termini","5595"
"Pasivos por derivados financieros a corto plazo, instrumentos de cobertura","Passius per derivats financers a curt termini, instruments de cobertura","5598"
"Fianzas y depósitos recibidos y constituidos a corto plazo y ajustes por periodificación","Fiances i dipòsits rebuts i constituïts a curt termini i ajustaments per periodificació","56"
"Fianzas recibidas a corto plazo","Fiances rebudes a curt termini","560"
"Depósitos recibidos a corto plazo","Dipòsits rebuts a curt termini","561"
"Fianzas constituidas a corto plazo","Fiances constituïdes a curt termini","565"
"Depósitos constituidos a corto plazo","Dipòsits constituïts a curt termini","566"
"Intereses pagados por anticipado","Interessos pagats per anticipat","567"
"Intereses cobrados por anticipado","Interessos cobrats per anticipat","568"
"Garantías financieras a corto plazo","Garanties financeres a curt termini","569"
"Tesorería","Tresoreria","57"
"Caja, euros","Caixa, euros","570"
"Caja, moneda extranjera","Caixa, moneda estrangera","571"
"Bancos e instituciones de crédito c/c vista, euros","Bancs i institucions de crèdit comptes corrents a la vista, euros","572"
"Bancos e instituciones de crédito c/c vista, moneda extranjera","Bancs i institucions de crèdit comptes corrents a la vista, moneda estrangera","573"
"Bancos e instituciones de crédito, cuentas de ahorro, euros","Bancs i institucions de crèdit, comptes d'estalvi, euros","574"
"Bancos e instituciones de crédito, cuentas de ahorro, moneda extranjera","Bancs i institucions de crèdit, comptes d'estalvi, moneda estrangera","575"
"Inversiones a corto plazo de gran liquidez","Inversions a curt termini de gran liquiditat","576"
"Activos no corrientes mantenidos para la venta y activos y pasivos asociados","Actius no corrents mantinguts per a la venda i actius i passius associats","58"
"Inmovilizado","Immobilitzat","580"
"Inversiones con personas y entidades vinculadas","Inversions amb persones i entitats vinculades","581"
"Inversiones financieras","Inversions financeres","582"
"Existencias, deudores comerciales y otras cuentas a cobrar","Existències, deutors comercials i altres comptes a cobrar","583"
"Otros activos","Altres actius","584"
"Provisiones","Provisions","585"
"Deudas con características especiales","Deutes amb característiques especials","586"
"Deudas con personas y entidades vinculadas","Deutes amb persones i entitats vinculades","587"
"Acreedores comerciales y otras cuentas a pagar","Creditors comercials i altres comptes a pagar","588"
"Otros pasivos","Altres passius","589"
"Deterioro del valor de inversiones financieras a corto plazo y de activos no corrientes mantenidos para la venta","Deteriorament del valor d'inversions financeres a curt termini i d'actius no corrents mantinguts per a la venda","59"
"Deterioro de valor de participaciones a corto plazo en partes vinculadas","Deteriorament de valor de participacions a curt termini en parts vinculades","593"
"Deterioro de valor de participaciones a corto plazo en empresas del grupo","Deteriorament de valor de participacions a curt termini en empreses del grup","5933"
"Deterioro de valor de participaciones a corto plazo en empresas asociadas","Deteriorament de valor de participacions a curt termini en empreses associades","5934"
"Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","Deteriorament de valor de participacions a curt termini a altres parts vinculades","5935"
"Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas","Deteriorament de valor de valors representatius de deute a curt termini de parts vinculades","594"
"Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Deteriorament de valor de valors representatius de deute a curt termini d'empreses del grup","5943"
"Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Deteriorament de valor de valors representatius de deute a curt termini d'empreses associades","5944"
"Deterioro de valor de valores representativos de deuda a corto plazo de otras partes vinculadas","Deteriorament de valor de valors representatius de deute a curt termini de parts vinculades","5945"
"Deterioro de valor de créditos a corto plazo a partes vinculadas","Deteriorament de valor de crèdits a curt termini a parts vinculades","595"
"Deterioro de valor de créditos a corto plazo a empresas del grupo","Deteriorament de valor de crèdits a curt termini a empreses del grup","5953"
"Deterioro de valor de créditos a corto plazo a empresas asociadas","Deteriorament de valor de crèdits a curt termini a empreses associades","5954"
"Deterioro de valor de créditos a corto plazo a otras partes vinculadas","Deteriorament de valor de crèdits a curt termini a altres parts vinculades","5955"
"Deterioro de valor de participaciones a corto plazo","Deteriorament de valor de participacions a curt termini","596"
"Deterioro de valor de valores representativos de deuda a corto plazo","Deteriorament de valor de valors representatius de deute a curt termini","597"
"Deterioro de valor de créditos a corto plazo","Deteriorament de valor de crèdits a curt termini","598"
"Deterioro de valor de activos no corrientes mantenidos para la venta","Deteriorament de valor d'actius no corrents mantinguts per a la venda","599"
"Deterioro de valor de inmovilizado no corriente mantenido para la venta","Deteriorament de valor d'immobilitzat no corrent mantingut per a la venda","5990"
"Deterioro de valor de inversiones y entidades vinculadas no corrientes mantenidas para la venta","Deteriorament de valor d'inversions amb persones i entitats vinculades no corrents mantingudes per a la venda","5991"
"Deterioro de valor de inversiones financieras no corrientes mantenidas para la venta","Deteriorament de valor d'inversions financeres no corrents mantingudes per a la venda","5992"
"Deterioro de valor de existencias, deudores comerciales y otras cuentas a cobrar integrados en un grupo enajenable mantenido par","Deteriorament de valor d'existències, deutors comercials i altres comptes a cobrar integrats en un grup alienable mantingut per a la venda","5993"
"Deterioro de valor de otros activos mantenidos para la venta","Deteriorament de valor d'altres actius mantinguts per a la venda","5994"
"Compras y Gastos","Compres i Despeses","6"
"Compras","Compres","60"
"Compras de mercaderías","Compres de mercaderies","600"
"Compras de materias primas","Compres de matèries primeres","601"
"Compras de otros aprovisionamientos","Compres d'altres aprovisionaments","602"
"Descuentos sobre compras por pronto pago","Descomptes sobre compres per pagament immediat","606"
"Descuentos sobre compras por pronto pago de mercaderías","Descomptes sobre compres per  pagament immediat","6060"
"Descuentos sobre compras por pronto pago de materias primas","Descomptes sobre compres per pagament immediat de matèries primeres","6061"
"Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descomptes sobre compres per pagament immediat d'altres aprovisionaments","6062"
"Trabajos realizados por otras empresas","Treballs realitzats per altres empreses","607"
"Devoluciones de compras y operaciones similares","Devolucions de compres i operacions similars","608"
"Devoluciones de compras de mercaderías","Devolucions de compres de mercaderies","6080"
"Devoluciones de compras de materias primas","Devolucions de compres de matèries primeres","6081"
"Devoluciones de compras de otros aprovisionamientos","Devolucions de compres d'altres aprovisionaments","6082"
"“Rappels” por compras","Ràpels per compres","609"
"Rappels"" por compras de mercaderías""","Ràpels per compres de mercaderies","6090"
"Rappels"" por compras de materias primas""","Ràpels per compres de matèries primeres","6091"
"Rappels"" por compras de otros aprovisionamientos""","Ràpels per compres d'altres aprovisionaments","6092"
"Variación de existencias","Variació d'existències","61"
"Variación de existencias de mercaderías","Variació d'existències de mercaderies","610"
"Variación de existencias de materias primas","Variació d'existències de matèries primeres","611"
"Variación de existencias de otros aprovisionamientos","Variació d'existències d'altres aprovisionaments","612"
"Servicios Exteriores","Serveis Exteriors","62"
"Gastos en investigación y desarrollo del ejercicio","Despeses en investigació i desenvolupament de l'exercici","620"
"Arrendamientos y cánones","Arrendaments i cànons","621"
"Reparaciones y conservación","Reparacions i conservació","622"
"Servicios de profesionales independientes","Serveis de professionals independents","623"
"Transportes","Transports","624"
"Primas de seguros","Primes d'assegurances","625"
"Servicios bancarios y similares","Serveis bancaris i similars","626"
"Publicidad, propaganda y relaciones públicas","Publicitat, propaganda i relacions públiques","627"
"Suministros","Subministraments","628"
"Otros servicios","Altres serveis","629"
"Tributos","Tributs","63"
"Impuesto sobre beneficios","Impost sobre beneficis","630"
"Impuesto corriente","Impost corrent","6300"
"Impuesto diferido","Impost diferit","6301"
"Otros tributos","Altres tributs","631"
"Ajustes negativos en la imposición sobre beneficios","Ajustaments negatius en la imposició sobre beneficis","633"
"Ajustes negativos en la imposición indirecta","Ajustaments negatius en la imposició indirecta","634"
"Ajustes negativos en IVA de activo corriente","Ajustaments negatius en IVA d'actiu corrent","6341"
"Ajustes negativos en IVA de inversiones","Ajustaments negatius en IVA d'inversions","6342"
"Devolución de impuestos","Devolució d'impostos","636"
"Ajustes positivos en la imposición sobre beneficios","Ajustaments positius en la imposició sobre beneficis","638"
"Ajustes positivos en la imposición indirecta","Ajustaments positius en la imposició indirecta","639"
"Ajustes positivos en IVA de activo corriente","Ajustaments positius en IVA d'actiu corrent","6391"
"Ajustes positivos en IVA de inversiones","Ajustaments positius en IVA d'inversions","6392"
"Gastos de personal","Despesa de personal","64"
"Sueldos y salarios","Sous i salaris","640"
"Indemnizaciones","Indemnitzacions","641"
"Seguridad Social a cargo de la empresa","Seguretat Social a càrrec de l'empresa","642"
"Retribuciones mediante sistemas de aportación definida","Retribucions a llarg termini mitjançant sistemes d'aportació definida","643"
"Retribuciones mediante sistemas de prestación definida","Retribucions a llarg termini mitjançant sistemes de prestació definida","644"
"Contribuciones anuales","Contribucions anuals","6440"
"Otros costes","Altres costos","6442"
"Retribuciones al personal mediante instrumentos de patrimonio","Retribucions al personal mitjançant instruments de patrimoni","645"
"Retribuciones al personal liquidados con instrumentos de patrimonio","Retribucions al personal liquidades amb instruments de patrimoni","6450"
"Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Retribucions al personal liquidades en efectiu basat en instruments de patrimoni","6457"
"Otros gastos sociales","Altres despeses socials","649"
"Otros gastos de gestión","Altres despeses de gestió","65"
"Pérdidas de créditos comerciales incobrables","Pèrdues de crèdits comercials incobrables","650"
"Resultados de operaciones en común","Resultats d'operacions en comú","651"
"Beneficio transferido (gestor)","Benefici transferit (gestor)","6510"
"Pérdida soportada (partícipe o asociado no gestor)","Pèrdua suportada (partícip o associat no gestor)","6511"
"Otras pérdidas en gestión corriente","Altres pèrdues en gestió corrent","659"
"Gastos financieros","Despeses financeres","66"
"Gastos financieros por actualización de provisiones","Despeses financeres per actualització de provisions","660"
"Intereses de obligaciones y bonos","Interessos d'obligacions i bons","661"
"Intereses de obligaciones y bonos, empresas del grupo","Interessos d'obligacions i bons a llarg termini, empreses del grup","6610"
"Intereses de obligaciones y bonos, empresas asociadas","Interessos d'obligacions i bons a llarg termini, empreses associades","6611"
"Intereses de obligaciones y bonos, otras partes vinculadas","Interessos d'obligacions i bons a llarg termini, altres parts vinculades","6612"
"Intereses de obligaciones y bonos, otras empresas","Interessos d'obligacions i bons a llarg termini, altres empreses","6613"
"Intereses de obligaciones y bonos a corto plazo, empresas del grupo","Interessos d'obligacions i bons a curt termini, empreses del grup","6615"
"Intereses de obligaciones y bonos a corto plazo, empresas asociadas","Interessos d'obligacions i bons a curt termini, empreses associades","6616"
"Intereses de obligaciones y bonos a corto plazo, otras partes vinculadas","Interessos d'obligacions i bons a curt termini, altres parts vinculades","6617"
"Intereses de obligaciones y bonos a corto plazo, otras empresas","Interessos d'obligacions i bons a curt termini, altres empreses","6618"
"Intereses de deudas","Interessos de deutes","662"
"Intereses de deudas, empresas del grupo","Interessos de deutes, empreses del grup","6620"
"Intereses de deudas, empresas asociadas","Interessos de deutes, empreses associades","6621"
"Intereses de deudas, otras partes vinculadas","Interessos de deutes, altres parts vinculades","6622"
"Intereses de deudas con entidades de crédito","Interessos de deutes amb entitats de crèdit","6623"
"Intereses de deudas, otras empresas","Interessos de deutes, altres empreses","6624"
"Pérdidas por valoración de instrumentos financieros por su valor razonable","Pèrdues per valoració d'instruments financers pel seu valor raonable","663"
"Pérdidas por valoración de activos y pasivos financieros por su valor razonable","Pèrdues per valoració d'actius i passius financers pel seu valor raonable","663"
"Pérdidas de cartera de negociación","Pèrdues de cartera de negociació","6630"
"Pérdidas de designados por la empresa","Pèrdues de designats per l'empresa","6631"
"Pérdidas de disponibles para la venta","Pèrdues de disponibles per a la venda","6632"
"Pérdidas de instrumentos de cobertura","Pèrdues d'instruments de cobertura","6633"
