"Retenciones a cuenta IRPF 1% + IVA Exento","Retencions a compte IRPF 1% + IVA exempt"
"Retenciones a cuenta IRPF 1%","Retencions a compte IRPF 1%"
"Retenciones a cuenta IRPF 1% + IVA 4%","Retencions a compte IRPF 1% + IVA 4%"
"Retenciones a cuenta IRPF 1% + IVA 7%","Retencions a compte IRPF 1% + IVA 7%"
"Retenciones a cuenta IRPF 1% + IVA 8%","Retencions a compte IRPF 1% + IVA 8%"
"Retenciones a cuenta IRPF 1% + IVA 10%","Retencions a compte IRPF 1% + IVA 10%"
"Retenciones a cuenta IRPF 1% + IVA 16%","Retencions a compte IRPF 1% + IVA 16%"
"Retenciones a cuenta IRPF 1% + IVA 18%","Retencions a compte IRPF 1% + IVA 18%"
"Retenciones a cuenta IRPF 1% + IVA 21%","Retencions a compte IRPF 1% + IVA 21%"
"Retenciones a cuenta IRPF 2% + IVA Exento","Retencions a compte IRPF 2% + IVA exempt"
"Retenciones a cuenta IRPF 2%","Retencions a compte IRPF 2%"
"Retenciones a cuenta IRPF 2% + IVA 4%","Retencions a compte IRPF 2% + IVA 4%"
"Retenciones a cuenta IRPF 2% + IVA 7%","Retencions a compte IRPF 2% + IVA 7%"
"Retenciones a cuenta IRPF 2% + IVA 8%","Retencions a compte IRPF 2% + IVA 8%"
"Retenciones a cuenta IRPF 2% + IVA 10%","Retencions a compte IRPF 2% + IVA 10%"
"Retenciones a cuenta IRPF 2% + IVA 16%","Retencions a compte IRPF 2% + IVA 16%"
"Retenciones a cuenta IRPF 2% + IVA 18%","Retencions a compte IRPF 2% + IVA 18%"
"Retenciones a cuenta IRPF 2% + IVA 21%","Retencions a compte IRPF 2% + IVA 21%"
"Retenciones a cuenta IRPF 7% + IVA Exento","Retencions a compte IRPF 7% + IVA exempt"
"Retenciones a cuenta IRPF 7%","Retencions a compte IRPF 7%"
"Retenciones a cuenta IRPF 7% + IVA 4%","Retencions a compte IRPF 7% + IVA 4%"
"Retenciones a cuenta IRPF 7% + IVA 7%","Retencions a compte IRPF 7% + IVA 7%"
"Retenciones a cuenta IRPF 7% + IVA 8%","Retencions a compte IRPF 7% + IVA 8%"
"Retenciones a cuenta IRPF 7% + IVA 10%","Retencions a compte IRPF 7% + IVA 10%"
"Retenciones a cuenta IRPF 7% + IVA 16%","Retencions a compte IRPF 7% + IVA 16%"
"Retenciones a cuenta IRPF 7% + IVA 18%","Retencions a compte IRPF 7% + IVA 18%"
"Retenciones a cuenta IRPF 7% + IVA 21%","Retencions a compte IRPF 7% + IVA 21%"
"Retenciones a cuenta IRPF 9% + IVA Exento","Retencions a compte IRPF 9% + IVA exempt"
"Retenciones a cuenta IRPF 9%","Retencions a compte IRPF 9%"
"Retenciones a cuenta IRPF 9% + IVA 4%","Retencions a compte IRPF 9% + IVA 4%"
"Retenciones a cuenta IRPF 9% + IVA 7%","Retencions a compte IRPF 9% + IVA 7%"
"Retenciones a cuenta IRPF 9% + IVA 8%","Retencions a compte IRPF 9% + IVA 8%"
"Retenciones a cuenta IRPF 9% + IVA 10%","Retencions a compte IRPF 9% + IVA 10%"
"Retenciones a cuenta IRPF 9% + IVA 16%","Retencions a compte IRPF 9% + IVA 16%"
"Retenciones a cuenta IRPF 9% + IVA 18%","Retencions a compte IRPF 9% + IVA 18%"
"Retenciones a cuenta IRPF 9% + IVA 21%","Retencions a compte IRPF 9% + IVA 21%"
"Retenciones a cuenta IRPF 15% + IVA Exento","Retencions a compte IRPF 15% + IVA exempt"
"Retenciones a cuenta IRPF 15%","Retencions a compte IRPF 15%"
"Retenciones a cuenta IRPF 15% + IVA 4%","Retencions a compte IRPF 15% + IVA 4%"
"Retenciones a cuenta IRPF 15% + IVA 7%","Retencions a compte IRPF 15% + IVA 7%"
"Retenciones a cuenta IRPF 15% + IVA 8%","Retencions a compte IRPF 15% + IVA 8%"
"Retenciones a cuenta IRPF 15% + IVA 10%","Retencions a compte IRPF 15% + IVA 10%"
"Retenciones a cuenta IRPF 15% + IVA 16%","Retencions a compte IRPF 15% + IVA 16%"
"Retenciones a cuenta IRPF 15% + IVA 18%","Retencions a compte IRPF 15% + IVA 18%"
"Retenciones a cuenta IRPF 15% + IVA 21%","Retencions a compte IRPF 15% + IVA 21%"
"Retenciones a cuenta IRPF 18% + IVA Exento","Retencions a compte IRPF 18% + IVA exempt"
"Retenciones a cuenta IRPF 18%","Retencions a compte IRPF 18%"
"Retenciones a cuenta IRPF 18% + IVA 4%","Retencions a compte IRPF 18% + IVA 4%"
"Retenciones a cuenta IRPF 18% + IVA 7%","Retencions a compte IRPF 18% + IVA 7%"
"Retenciones a cuenta IRPF 18% + IVA 8%","Retencions a compte IRPF 18% + IVA 8%"
"Retenciones a cuenta IRPF 18% + IVA 10%","Retencions a compte IRPF 18% + IVA 10%"
"Retenciones a cuenta IRPF 18% + IVA 16%","Retencions a compte IRPF 18% + IVA 16%"
"Retenciones a cuenta IRPF 18% + IVA 18%","Retencions a compte IRPF 18% + IVA 18%"
"Retenciones a cuenta IRPF 18% + IVA 21%","Retencions a compte IRPF 18% + IVA 21%"
"Retenciones a cuenta IRPF 19% + IVA Exento","Retencions a compte IRPF 19% + IVA exempt"
"Retenciones a cuenta IRPF 19%","Retencions a compte IRPF 19%"
"Retenciones a cuenta IRPF 19% + IVA 4%","Retencions a compte IRPF 19% + IVA 4%"
"Retenciones a cuenta IRPF 19% + IVA 7%","Retencions a compte IRPF 19% + IVA 7%"
"Retenciones a cuenta IRPF 19% + IVA 8%","Retencions a compte IRPF 19% + IVA 8%"
"Retenciones a cuenta IRPF 19% + IVA 10%","Retencions a compte IRPF 19% + IVA 10%"
"Retenciones a cuenta IRPF 19% + IVA 16%","Retencions a compte IRPF 19% + IVA 16%"
"Retenciones a cuenta IRPF 19% + IVA 18%","Retencions a compte IRPF 19% + IVA 18%"
"Retenciones a cuenta IRPF 19% + IVA 21%","Retencions a compte IRPF 19% + IVA 21%"
"Retenciones a cuenta IRPF 20% + IVA Exento","Retencions a compte IRPF 20% + IVA exempt"
"Retenciones a cuenta IRPF 20%","Retencions a compte IRPF 20%"
"Retenciones a cuenta IRPF 20% + IVA 4%","Retencions a compte IRPF 20% + IVA 4%"
"Retenciones a cuenta IRPF 20% + IVA 7%","Retencions a compte IRPF 20% + IVA 7%"
"Retenciones a cuenta IRPF 20% + IVA 8%","Retencions a compte IRPF 20% + IVA 8%"
"Retenciones a cuenta IRPF 20% + IVA 10%","Retencions a compte IRPF 20% + IVA 10%"
"Retenciones a cuenta IRPF 20% + IVA 16%","Retencions a compte IRPF 20% + IVA 16%"
"Retenciones a cuenta IRPF 20% + IVA 18%","Retencions a compte IRPF 20% + IVA 18%"
"Retenciones a cuenta IRPF 20% + IVA 21%","Retencions a compte IRPF 20% + IVA 21%"
"Retenciones a cuenta IRPF 21% + IVA Exento","Retencions a compte IRPF 21% + IVA exempt"
"Retenciones a cuenta IRPF 21%","Retencions a compte IRPF 21%"
"Retenciones a cuenta IRPF 21% + IVA 4%","Retencions a compte IRPF 21% + IVA 4%"
"Retenciones a cuenta IRPF 21% + IVA 7%","Retencions a compte IRPF 21% + IVA 7%"
"Retenciones a cuenta IRPF 21% + IVA 8%","Retencions a compte IRPF 21% + IVA 8%"
"Retenciones a cuenta IRPF 21% + IVA 10%","Retencions a compte IRPF 21% + IVA 10%"
"Retenciones a cuenta IRPF 21% + IVA 16%","Retencions a compte IRPF 21% + IVA 16%"
"Retenciones a cuenta IRPF 21% + IVA 18%","Retencions a compte IRPF 21% + IVA 18%"
"Retenciones a cuenta IRPF 21% + IVA 21%","Retencions a compte IRPF 21% + IVA 21%"
"IVA 4% + 0.50% Recargo Equivalencia Ventas","IVA 4% + 0.50% Recàrrec Equivalència Vendes"
"0.50% Recargo Equivalencia Ventas","0.50% Recàrrec Equivalència Vendes"
"IVA 7% + 1% Recargo Equivalencia Ventas","IVA 7% + 1% Recàrrec Equivalència Vendes"
"1% Recargo Equivalencia Ventas","1% Recàrrec Equivalència Vendes"
"IVA 8% + 1% Recargo Equivalencia Ventas","IVA 8% + 1% Recàrrec Equivalència Vendes"
"IVA 10% + 1.4% Recargo Equivalencia Ventas","IVA 10% + 1.4% Recàrrec Equivalència Vendes"
"1.4% Recargo Equivalencia Ventas","1.4% Recàrrec Equivalència Vendes"
"IVA 16% + 4% Recargo Equivalencia Ventas","IVA 16% + 4% Recàrrec Equivalència Vendes"
"4% Recargo Equivalencia Ventas","4% Recàrrec Equivalència Vendes"
"IVA 18% + 4% Recargo Equivalencia Ventas","IVA 18% + 4% Recàrrec Equivalència Vendes"
"IVA 21% + 5.2% Recargo Equivalencia Ventas","IVA 21% + 5.2% Recàrrec Equivalència Vendes"
"5.2% Recargo Equivalencia Ventas","5.2% Recàrrec Equivalència Vendes"
"4% IVA Soportado (operaciones corrientes) + 0.50% Recargo Equivalencia Compras","4% IVA Suportat (operacions corrents) + 0.50% Recàrrec Equivalència Compres"
"0.50% Recargo Equivalencia Compras","0.50% Recàrrec Equivalència Compres"
"7% IVA Soportado (operaciones corrientes) + 1% Recargo Equivalencia Compras","7% IVA Suportat (operacions corrents) + 1% Recàrrec Equivalència Compres"
"1% Recargo Equivalencia Compras","1% Recàrrec Equivalència Compres"
"8% IVA Soportado (operaciones corrientes) + 1% Recargo Equivalencia Compras","8% IVA Suportat (operacions corrents) + 1% Recàrrec Equivalència Compres"
"10% IVA Soportado (operaciones corrientes) + 1.4% Recargo Equivalencia Compras","10% IVA Suportat (operacions corrents) + 1.4% Recàrrec Equivalència Compres"
"1.4% Recargo Equivalencia Compras","1.4% Recàrrec Equivalència Compres"
"4% IVA Soportado (bienes de inversión) + 0.50% Recargo Equivalencia Compras","4% IVA Suportat (béns d'inversió) + 0.50% Recàrrec Equivalència Compres"
"7% IVA Soportado (bienes de inversión) + 1% Recargo Equivalencia Compras","7% IVA Suportat (béns d'inversió) + 1% Recàrrec Equivalència Compres"
"8% IVA Soportado (bienes de inversión) + 1% Recargo Equivalencia Compras","8% IVA Suportat (béns d'inversió) + 1% Recàrrec Equivalència Compres"
"10% IVA Soportado (bienes de inversión) + 1.4% Recargo Equivalencia Compras","10% IVA Suportat (béns d'inversió) + 1.4% Recàrrec Equivalència Compres"
"16% IVA Soportado (operaciones corrientes) + 4% Recargo Equivalencia Compras","16% IVA Suportat (operacions corrents) + 4% Recàrrec Equivalència Compres"
"4% Recargo Equivalencia Compras","4% Recàrrec Equivalència Compres"
"18% IVA Soportado (operaciones corrientes) + 4% Recargo Equivalencia Compras","18% IVA Suportat (operacions corrents) + 4% Recàrrec Equivalència Compres"
"21% IVA Soportado (operaciones corrientes) + 5.2% Recargo Equivalencia Compras","21% IVA Suportat (operacions corrents) + 5.2% Recàrrec Equivalència Compres"
"5.2% Recargo Equivalencia Compras","5.2% Recàrrec Equivalència Compres"
"16% IVA Soportado (bienes de inversión) + 4% Recargo Equivalencia Compras","16% IVA Suportat (béns d'inversió) + 4% Recàrrec Equivalència Compres"
"18% IVA Soportado (bienes de inversión) + 4% Recargo Equivalencia Compras","18% IVA Suportat (béns d'inversió) + 4% Recàrrec Equivalència Compres"
"21% IVA Soportado (bienes de inversión) + 5.2% Recargo Equivalencia Compras","21% IVA Suportat (béns d'inversió) + 5.2% Recàrrec Equivalència Compres"
